"CATEGORY","HANDLE","PARCELID","PROPERTYADDRESS"
"Vacant Building","13773000450","37739450000","4721 VERNON AV "
"Vacant Lot","13566000140","35669140000","4219 FAIR AV "
"Vacant Lot","13761050200","37619070000","4589 KENSINGTON PL "
"Fenced & Locked or Paved Lot","13767000360","37679360000","4945 FOUNTAIN AV "
"Vacant Lot","13771000090","37719090000","1144 BAYARD AV "
"Vacant Building","13668000100","36689100000","4126 ST LOUIS AV "
"Vacant Lot","13695000260","36959260000","4335 NORTH MARKET ST "
"Vacant Lot","13624000280","36249280000","4130 ASHLAND AV "
"Fenced & Locked or Paved Lot","13399000430","33999430000","1927 E COLLEGE AV "
"Vacant Lot","13356000350","33569350000","4339 DESOTO AV "
"Vacant Lot","13384000140","33849140000","5231 BULWER AV "
"Vacant Lot","13785000150","37859150000","4866 DR MARTIN LUTHER KING DR "
"Vacant Lot","13780000190","37809190000","4756 LEDUC ST "
"Vacant Lot","13793000290","37939290000","5100 RIDGE AV "
"Vacant Building","13780000230","37809230000","4746 LEDUC ST "
"Vacant Lot","13785000220","37859220000","1347 BAYARD AV "
"Vacant Lot","13785000260","37859260000","1331 BAYARD AV "
"Vacant Building","13785000320","37859320000","4845 PAGE BLVD "
"Vacant Lot","13785000350","37859350000","4853 PAGE BLVD "
"Vacant Lot","13763050190","37639095000","794 N EUCLID AV "
"Vacant Lot","13771000030","37719030000","1126 BAYARD AV "
"Vacant Lot","13756000180","37569180000","4210 ENRIGHT AV "
"Vacant Lot","13741000200","37419200000","3954 PAGE BLVD "
"Vacant Lot","13771000200","37719200000","1218 BAYARD AV "
"Vacant Building","13761060100","37619125000","4726 KENSINGTON PL "
"Vacant Lot","13745000640","37459640000","4223 W COOK AV "
"Vacant Building","13745000650","37459650000","4227 W COOK AV "
"Fenced & Locked or Paved Lot","13735000370","37359370000","3853 PAGE BLVD "
"Vacant Lot","13757000040","37579040000","4262 DELMAR BLVD "
"Fenced & Locked or Paved Lot","13730000201","37309201000","4137 PAGE BLVD "
"Vacant Lot","13731000012","37319012000","4100 DR MARTIN LUTHER KING DR "
"Vacant Lot","13709000025","37099025000","3692 FINNEY AV "
"Vacant Lot","13712000110","37129110000","4644 ST LOUIS AV "
"Vacant Lot","13716000180","37169180000","4534 KENNERLY AV "
"Fenced & Locked or Paved Lot","13723000030","37239030000","4588 ALDINE AV "
"Vacant Lot","12411000270","24119270000","1423 BREMEN AV "
"Fenced & Locked or Paved Lot","12930000180","29309180000","6107 IDAHO AV "
"Vacant Lot","13546000380","35469380000","4527 MARY AV "
"Vacant Lot","13394000250","33949250000","3902 W FLORISSANT AV "
"Vacant Lot","13394000300","33949300000","4341 LINTON AV "
"Vacant Lot","13709000065","37099065000","3676 FINNEY AV "
"Vacant Lot","13712000170","37129170000","4639 MAFFITT AV "
"Vacant Lot","13716000320","37169320000","2609 N TAYLOR AV "
"Vacant Lot","13719000310","37199310000","4559 GARFIELD AV "
"Vacant Lot","13723000120","37239120000","4552 ALDINE AV "
"Vacant Lot","13723000130","37239130000","4550 ALDINE AV "
"Fenced & Locked or Paved Lot","13704000130","37049130000","4416 ST FERDINAND AV "
"Vacant Building","13685000390","36859390000","4229 W GARFIELD AV "
"Vacant Lot","13716000440","37169440000","4525 COTTAGE AV "
"Vacant Building","13704000260","37049260000","4415 NORTH MARKET ST "
"Vacant Building","13685000440","36859440000","4243 W GARFIELD AV "
"Vacant Lot","13695000010","36959010000","4366 ST FERDINAND AV "
"Fenced & Locked or Paved Lot","13709000370","37099370000","3715 WINDSOR PL "
"Vacant Lot","13661000330","36619330000","4137 ALDINE AV "
"Vacant Lot","13667000180","36679180000","4131 KENNERLY AV "
"Vacant Lot","13674000080","36749080000","4260 MAFFITT AV "
"Vacant Building","13674000095","36749095000","4250 MAFFITT AV "
"Garden Lot","13756000240","37569240000","719 WHITTIER ST "
"Vacant Lot","13741000220","37419220000","3950 PAGE BLVD "
"Vacant Building","13753000080","37539080000","4044 ENRIGHT AV "
"Vacant Lot","13753000110","37539110000","4038 ENRIGHT AV "
"Vacant Lot","13753000190","37539190000","4012 ENRIGHT AV "
"Vacant Lot","13741000400","37419400000","3941 COOK AV "
"Vacant Building","13712000090","37129090000","4650 ST LOUIS AV "
"Vacant Lot","13716000160","37169160000","4538 KENNERLY AV "
"Vacant Building","13731000140","37319140000","4115 EVANS AV "
"Fenced & Locked or Paved Lot","11880000200","18809200000","1713 N GRAND BLVD "
"Vacant Lot","13546000440","35469440000","4511 MARY AV "
"Vacant Lot","13704000060","37049060000","4440 ST FERDINAND AV "
"Vacant Lot","13709000050","37099050000","3682 N SPRING AV "
"Vacant Lot","13700000300","37009300000","4441 DR MARTIN LUTHER KING DR "
"Vacant Lot","13695000120","36959120000","4340 ST FERDINAND AV "
"Vacant Building","13704000270","37049270000","4417 NORTH MARKET ST "
"Vacant Lot","13682000005","36829005000","1512 BILLUPS AV "
"Vacant Building","13682000020","36829020000","4272 ALDINE AV "
"Fenced & Locked or Paved Lot","13651010270","36519125000","4011 KENNERLY AV "
"Vacant Lot","13624000260","36249260000","4138 ASHLAND AV "
"Vacant Building","13394000380","33949380000","4315 LINTON AV "
"Vacant Lot","13763050160","37639080000","780 N EUCLID AV "
"Vacant Lot","13763050170","37639085000","786 N EUCLID AV "
"Vacant Lot","13767000390","37679390000","4953 FOUNTAIN AV "
"Vacant Lot","13771000160","37719160000","1204 BAYARD AV "
"Vacant Building","13773000530","37739530000","1214 WALTON AV "
"Vacant Lot","13777050130","37779065000","1419 MARCUS AV "
"Vacant Lot","13741000210","37419210000","3952 PAGE BLVD "
"Vacant Lot","13752000710","37529710000","4067 WASHINGTON BLVD "
"Garden Lot","13745000770","37459770000","4263 W COOK AV "
"Vacant Lot","13708000320","37089320000","2820 N TAYLOR AV "
"Vacant Lot","13716000140","37169140000","4548 KENNERLY AV "
"Vacant Lot","13719000195","37199195000","4523 GARFIELD AV "
"Vacant Lot","13722000120","37229120000","4505 DR MARTIN LUTHER KING DR "
"Vacant Building","13727000450","37279450000","4369 EVANS AV "
"Fenced & Locked or Paved Lot","13736000140","37369140000","3732 PAGE BLVD "
"Vacant Building","13685000590","36859590000","4279 W GARFIELD AV "
"Vacant Lot","13662000020","36629020000","1702 BELLE GLADE AV "
"Vacant Building","13668000080","36689080000","4134 ST LOUIS AV "
"Vacant Building","13686000080","36869080000","4260 W ST FERDINAND AV "
"Vacant Lot","13686000100","36869100000","4256 W ST FERDINAND AV "
"Vacant Lot","13394000345","33949345000","4323 LINTON AV "
"Vacant Lot","13356000290","33569290000","4353 DESOTO AV "
"Vacant Lot","13311000090","33119090000","1422 E PRAIRIE AV "
"Vacant Lot","13351000150","33519150000","2008 DESOTO AV "
"Vacant Lot","13311000130","33119130000","1414 E PRAIRIE AV "
"Vacant Building","11505000070","15059070000","3222 MINNESOTA AV "
"Vacant Lot","11939000310","19399310000","2915 BAILEY AV "
"Fenced & Locked or Paved Lot","12156000150","21569150000","1511 PENNSYLVANIA AV "
"Vacant Lot","12473000040","24739040000","1910 OBEAR AV "
"Fenced & Locked or Paved Lot","11308000080","13089080000","1715 PENNSYLVANIA AV "
"Vacant Building","12634000080","26349080000","3430 GASCONADE ST "
"Vacant Lot","13780000430","37809430000","1715 MARCUS AV "
"Vacant Lot","13756000160","37569160000","4216 ENRIGHT AV "
"Vacant Lot","13771000100","37719100000","1148 BAYARD AV "
"Fenced & Locked or Paved Lot","13767000441","37679441000","4944 AUBERT CT "
"Garden Lot","13756000205","37569205000","4200 ENRIGHT AV "
"Vacant Building","13767000447","37679447000","4956 AUBERT CT "
"Vacant Lot","13752000680","37529680000","4053 WASHINGTON BLVD "
"Vacant Lot","13753000130","37539130000","4030 ENRIGHT AV "
"Fenced & Locked or Paved Lot","13730000130","37309130000","4121 PAGE BLVD "
"Vacant Lot","13745000720","37459720000","4251 W COOK AV "
"Vacant Building","13745000750","37459750000","4259 W COOK AV "
"Vacant Lot","13708000340","37089340000","2833 N TAYLOR AV "
"Vacant Lot","13746000040","37469040000","4256 W COOK AV "
"Vacant Lot","13731000150","37319150000","4117 EVANS AV "
"Vacant Lot","13731000161","37319161000","4119 EVANS AV "
"Vacant Lot","13731000180","37319180000","4123 EVANS AV "
"Vacant Lot","13736000100","37369100000","3742 PAGE BLVD "
"Vacant Lot","13727000210","37279210000","1427 PENDLETON AV "
"Vacant Building","12126000075","21269075000","3822 BLAINE AV "
"Vacant Lot","13546000430","35469430000","4515 MARY AV "
"Vacant Lot","13394000220","33949220000","4368 COLLEGE AV "
"Vacant Lot","13394000290","33949290000","4345 LINTON AV "
"Fenced & Locked or Paved Lot","13699180090","36999040000","4333 DR MARTIN LUTHER KING DR "
"Vacant Lot","13704000360","37049360000","4443 NORTH MARKET ST "
"Vacant Lot","13709000040","37099040000","3688 FINNEY AV "
"Vacant Lot","13712000245","37129245000","4663 MAFFITT AV "
"Vacant Lot","13700000080","37009080000","4430 ALDINE AV "
"Vacant Lot","13661000360","36619360000","4145 ALDINE AV "
"Vacant Lot","13673000515","36739515000","4267 MAFFITT AV "
"Vacant Lot","13681000300","36819300000","1516 ANNIE MALONE DR "
"Fenced & Locked or Paved Lot","13685000530","36859530000","4267 W GARFIELD AV "
"Fenced & Locked or Paved Lot","13651010260","36519120000","4007 KENNERLY AV "
"Vacant Building","13624000250","36249250000","4140 ASHLAND AV "
"Fenced & Locked or Paved Lot","13356000230","33569230000","3850 W FLORISSANT AV "
"Vacant Lot","13394000330","33949330000","4331 LINTON AV "
"Vacant Lot","13394000370","33949370000","4317 LINTON AV "
"Fenced & Locked or Paved Lot","14394010011","43949005000","4822 W FLORISSANT AV "
"Vacant Building","14390300440","43909505000","4849 PENROSE ST "
"Vacant Building","14389110550","43899845000","4893 KOSSUTH AV "
"Vacant Building","14387000180","43879180000","4910 SAN FRANCISCO AV "
"Vacant Building","11267000100","12679100000","3028 CAROLINE ST "
"Vacant Lot","12471000170","24719170000","1411 OBEAR AV "
"Fenced & Locked or Paved Lot","14453000410","44539410000","4849 LEXINGTON AV "
"Fenced & Locked or Paved Lot","14454000050","44549050000","4876 NATURAL BRIDGE AV "
"Vacant Lot","14441080095","44419235000","4103 LEXINGTON AV "
"Vacant Lot","14445000120","44459120000","4307 LEXINGTON AV "
"Vacant Lot","13776000150","37769150000","4519 EVANS AV "
"Vacant Lot","13776000170","37769170000","4525 EVANS AV "
"Fenced & Locked or Paved Lot","13793000335","37939335000","5113 MINERVA AV "
"Fenced & Locked or Paved Lot","13763050090","37639045000","762 N EUCLID AV "
"Vacant Building","13763050100","37639050000","764 N EUCLID AV "
"Vacant Lot","13767000320","37679320000","1125 AUBERT AV "
"Vacant Lot","13773000495","37739495000","4749 VERNON AV "
"Fenced & Locked or Paved Lot","13546000330","35469330000","4543 MARY AV "
"Vacant Lot","13575000010","35759010000","4154 PENROSE ST "
"MSD Water Management","13283000050","32839050000","421 KRAUSS ST "
"Vacant Lot","13304000080","33049080000","3786 LEE AV "
"Vacant Building","12775000200","27759200000","3428 ITASKA ST "
"Vacant Lot","12930000140","29309140000","6104 COLORADO AV "
"Northside Regeneration VB","12354000200","23549200000","1822 N LEFFINGWELL AV "
"Fenced & Locked or Paved Lot","12356000020","23569020000","1807 GLASGOW AV "
"Vacant Lot","12435000240","24359240000","4269 N 21ST ST "
"Fenced & Locked or Paved Lot","12472000130","24729130000","1414 OBEAR AV "
"Vacant Building","12966000130","29669130000","712 HOLLY HILLS AV "
"Vacant Lot","13546000420","35469420000","4517 MARY AV "
"Vacant Lot","13304000150","33049150000","4139 GANO AV "
"Vacant Lot","12847000160","28479160000","5517 LOUISIANA AV "
"Vacant Lot","13662000030","36629030000","1704 BELLE GLADE AV "
"Vacant Lot","13656000050","36569050000","4048 GARFIELD AV "
"Fenced & Locked or Paved Lot","13629010100","36299050000","3836 MAFFITT AV "
"Vacant Lot","13311000070","33119070000","1432 E PRAIRIE AV "
"Vacant Lot","13311000110","33119110000","1418 E PRAIRIE AV "
"Vacant Lot","11939000300","19399300000","2913 BAILEY AV "
"Vacant Lot","12893000175","28939175000","5811 MICHIGAN AV "
"Vacant Building","12603000021","26039021000","4050 CALIFORNIA AV "
"Vacant Building","13624000470","36249470000","3033 N SARAH ST "
"Vacant Building","13610000190","36109190000","4225 W SACRAMENTO AV "
"Vacant Lot","13634000150","36349150000","1803 PRAIRIE AV "
"Fenced & Locked or Paved Lot","13611000020","36119020000","4236 W MARGARETTA AV "
"Vacant Lot","13573040430","35739675000","4351 LEE AV "
"Vacant Lot","13587000550","35879550000","3845 SHERMAN PL "
"Vacant Lot","13611000090","36119090000","4210 W MARGARETTA AV "
"Vacant Lot","13566000040","35669040000","4128 W GREEN LEA PL "
"Vacant Building","13304000170","33049170000","4135 GANO AV "
"Vacant Building","12775000310","27759310000","4711 IDAHO AV "
"Vacant Lot","13619000510","36199510000","3051 VINE GROVE AV "
"Vacant Building","13624000380","36249380000","3121 N SARAH ST "
"Vacant Lot","13629010290","36299145000","3817 KENNERLY AV "
"Vacant Lot","13587000425","35879425000","4121 PRAIRIE AV "
"Vacant Building","13565000190","35659190000","4424 HARRIS AV "
"Vacant Lot","13573040550","35739735000","4158 N NEWSTEAD AV "
"Fenced & Locked or Paved Lot","13399000050","33999050000","2006 E WARNE AV "
"Vacant Lot","13304000250","33049250000","3751 KOSSUTH AV "
"Vacant Lot","13304000260","33049260000","3753 KOSSUTH AV "
"Vacant Building","12661040150","26619075000","4200 IOWA AV "
"Vacant Building","12745000300","27459300000","4639 MICHIGAN AV "
"Vacant Building","12761000250","27619250000","3231 DELOR ST "
"Vacant Lot","11626000130","16269130000","3122 CHIPPEWA ST "
"Vacant Building","11505000280","15059280000","3007 UTAH ST "
"Vacant Building","12390000060","23909060000","3632 HEBERT ST "
"Vacant Lot","11880000180","18809180000","1721 N GRAND BLVD "
"Vacant Lot","13304000320","33049320000","3769 KOSSUTH AV "
"Vacant Building","13822060470","38229520000","5875 MINERVA AV "
"Vacant Lot","12473000120","24739120000","1506 OBEAR AV "
"Vacant Lot","12473000140","24739140000","1501 E GRAND BLVD "
"Vacant Lot","12473000151","24739151000","1511 E GRAND BLVD "
"Vacant Lot","12473000210","24739210000","1911 E GRAND BLVD "
"Vacant Lot","13629010340","36299170000","3829 KENNERLY AV "
"Vacant Lot","13619000480","36199480000","3105 VINE GROVE AV "
"Vacant Lot","13624000400","36249400000","3117 N SARAH ST "
"Vacant Lot","13629010280","36299140000","3813 KENNERLY AV "
"Vacant Lot","13587000430","35879430000","3801 SHERMAN PL "
"Vacant Lot","13587000450","35879450000","3819 SHERMAN PL "
"Vacant Lot","13587000460","35879460000","3821 SHERMAN PL "
"Fenced & Locked or Paved Lot","13601000165","36019165000","4109 SACRAMENTO AV "
"Vacant Lot","13587000630","35879630000","3913 SHERMAN PL "
"Vacant Lot","13601000250","36019250000","3812 HARRIS AV "
"Fenced & Locked or Paved Lot","13399000100","33999100000","1972 E WARNE AV "
"Vacant Lot","13472000012","34729012000","301 CARRIE AV "
"Vacant Lot","13394000410","33949410000","4303 LINTON AV "
"Vacant Lot","13394000420","33949420000","3901 CARTER AV "
"Vacant Lot","13634000090","36349090000","3800 GARFIELD AV "
"Fenced & Locked or Paved Lot","13634000120","36349120000","1809 PRAIRIE AV "
"Vacant Building","13587000490","35879490000","3829 SHERMAN PL "
"Vacant Building","13610000200","36109200000","4229 W SACRAMENTO AV "
"Vacant Lot","13620000010","36209010000","3000 VINE GROVE AV "
"Vacant Lot","13587000610","35879610000","3909 SHERMAN PL "
"Rehab","13560000310","35609310000","4473 CLARENCE AV "
"Vacant Lot","13394000160","33949160000","4344 COLLEGE AV "
"Vacant Building","13399000070","33999070000","2002 E WARNE AV "
"Vacant Lot","13351000250","33519250000","2019 E PRAIRIE AV "
"Vacant Building","11626000120","16269120000","3124 CHIPPEWA ST "
"Vacant Lot","11940000080","19409080000","4036 PLEASANT ST "
"Northside Regeneration VL","12358000110","23589110000","2528 N GARRISON AV "
"Vacant Building","12435000360","24359360000","4241 N 21ST ST "
"Vacant Lot","12294000180","22949180000","3616 PAGE BLVD "
"MSD Water Management","13282000080","32829080000","417 LORENTZ ST "
"Vacant Lot","12390000080","23909080000","3626 HEBERT ST "
"Vacant Lot","12411000215","24119215000","1413 BREMEN AV "
"Fenced & Locked or Paved Lot","12472000230","24729230000","1407 E GRAND BLVD "
"Vacant Lot","13305000010","33059010000","3786 PENROSE ST "
"Fenced & Locked or Paved Lot","13118000050","31189050000","7719 VULCAN ST "
"Fenced & Locked or Paved Lot","13077000025","30779025000","7505 ALABAMA AV "
"Fenced & Locked or Paved Lot","13185000060","31859060000","8100 VULCAN ST "
"Vacant Lot","13833180490","38339190000","1277 AMHERST PL "
"Vacant Lot","13830020240","38309250000","6039 SUBURBAN AV "
"Vacant Building","13822060490","38229530000","5883 MINERVA AV "
"Vacant Lot","13828000030","38289030000","5892 BARTMER AV "
"Fenced & Locked or Paved Lot","13823030060","38239030000","1318 LAUREL ST "
"Vacant Building","13816090180","38169380000","1331 SHAWMUT PL "
"Vacant Lot","13828000140","38289140000","5852 BARTMER AV "
"Vacant Building","13619000420","36199420000","3129 VINE GROVE AV "
"Vacant Lot","13629010260","36299130000","3807 KENNERLY AV "
"Vacant Lot","13619000550","36199550000","3037 VINE GROVE AV "
"Vacant Building","13610000220","36109220000","4241 W SACRAMENTO AV "
"Vacant Lot","11274000185","12749185000","1201 S CARDINAL AV "
"Vacant Lot","11274000245","12749245000","1217 S CARDINAL AV "
"Fenced & Locked or Paved Lot","11275000310","12759310000","3127 CAROLINE ST "
"Vacant Lot","11929000370","19299370000","3714 LEE AV "
"Vacant Building","14556000070","45569070000","4554 DELMAR BLVD "
"Fenced & Locked or Paved Lot","14556000090","45569090000","4530 DELMAR BLVD "
"Fenced & Locked or Paved Lot","14556000170","45569170000","4515 WASHINGTON BLVD "
